"as","rwa","year","yearnum","season","seasonnum","time","timenr","stratum","eff","temp","hist","neighb","soil","catch","effort","cpue"
528,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.115384615384615,0.00900900900900901,"clay",0,23,0
536,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.046875,0,"loam",0,2,0
537,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0,0,"clay",0,18,0
538,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.045662100456621,0.00561797752808989,"clay",0,16,0
545,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0289855072463768,0,"loam",0,1,0
546,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0697674418604651,0,"loam",0,0,0
547,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","decrease","year-round",0.0532544378698225,0,"loam",0,12,0
548,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0315789473684211,0,"clay",0,1,0
554,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0973451327433628,0.032258064516129,"water",0,3,0
555,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.083969465648855,0.0105820105820106,"loam",0,10,0
556,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.153846153846154,0,"loam",0,31,0
557,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0681818181818182,0,"clay",0,25,0
558,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.220588235294118,0,"clay",0,49,0
611,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.270833333333333,0.0202429149797571,"water",0,0,0
612,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.135838150289017,0.0168067226890756,"loam",0,88,0
613,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.111111111111111,0.0234375,"loam",0,97,0
614,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.140350877192982,0.0171473109898675,"loam",3,88,0.0340909090909091
615,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.16793893129771,0.0836390315480558,"clay",1,67,0.0149253731343284
616,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.528072837632777,0.13089802130898,"water",21,65,0.323076923076923
617,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1,0.437253354380426,"sand",35,55.5,0.630630630630631
618,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.34782608695652,0.98351833165153,"loam",111,94,1.18085106382979
621,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","control","year-round",0.114982578397213,0.016025641025641,"loam",1,31,0.032258064516129
622,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.129429892141757,0.00641025641025641,"clay",4,105,0.0380952380952381
623,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.153284671532847,0.0174927113702624,"clay",1,118,0.00847457627118644
624,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.138810198300283,0.0159404888416578,"sand",3,101,0.0297029702970297
625,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.193548387096774,0.0631095811818703,"loam",4,204,0.0196078431372549
626,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.253358925143954,0.100165107319758,"clay",19,132.5,0.143396226415094
627,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.537593984962406,0.397820163487738,"loam",17,92,0.184782608695652
628,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.03802281368821,0.843285024154589,"loam",68,134.5,0.505576208178439
631,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.260162601626016,0.0175953079178886,"loam",0,35,0
632,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.123152709359606,0.0109289617486339,"clay",1,45,0.0222222222222222
633,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0537634408602151,0.0158102766798419,"peat",0,54,0
634,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.203271028037383,0.025390625,"sand",1,108,0.00925925925925926
635,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.183821214982688,0.0475059382422803,"sand",5,205,0.024390243902439
636,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.242380261248186,0.0681920143562136,"clay",2,105,0.019047619047619
637,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.335195530726257,0.25763358778626,"clay",6,115,0.0521739130434783
638,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.19423076923077,0.666793385287968,"clay",103,216,0.476851851851852
641,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.115384615384615,0.00320512820512821,"clay",0,47,0
642,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.12707182320442,0.00610997963340122,"peat",0,73,0
643,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","control","year-round",0.0963597430406852,0.00815217391304348,"peat",0,86,0
644,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","decrease","year-round",0.312056737588652,0.0197095435684647,"sand",2,123,0.016260162601626
645,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.239168110918544,0.0191754554170662,"sand",11,133,0.0827067669172932
646,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.19622641509434,0.0391304347826087,"sand",8,146,0.0547945205479452
647,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.231270358306189,0.202,"sand",6,87,0.0689655172413793
648,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.352078239608802,0.47428814279643,"sand",47,135,0.348148148148148
651,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.04,0,"built-up",0,31,0
652,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0469483568075117,0.0036697247706422,"peat",0,62,0
653,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.10126582278481,0.00306278713629403,"sand",2,131,0.0152671755725191
654,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.205752212389381,0.0212234706616729,"sand",0,140,0
655,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0923076923076923,0.0358208955223881,"sand",0,107,0
656,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.114355231143552,0.047085201793722,"sand",2,109,0.018348623853211
657,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.24822695035461,0.120454545454545,"sand",4,59,0.0677966101694915
658,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.427659574468085,0.226072607260726,"sand",30,115,0.260869565217391
711,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.915841584158416,1.03768242213025,"loam",144,95.5,1.50785340314136
712,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.20185614849188,0.990092681367849,"loam",66,43,1.53488372093023
713,"Waterschap Noorderzijlvest","2015",2015,"spring",2,0.801763410700195,10,"high","control","year-round",1.10146390711762,0.942598187311178,"clay",219,222,0.986486486486487
714,"Waterschap Noorderzijlvest","2015",2015,"spring",2,0.801763410700195,10,"high","decrease","year-round",0.84789644012945,0.782287822878229,"clay",250,180,1.38888888888889
715,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.442553191489362,0.865066666666667,"loam",45,110.5,0.407239819004525
716,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0939597315436242,0.46807087930458,"loam",5,31,0.161290322580645
717,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.162046908315565,0.414782129067843,"clay",0,44.5,0
718,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.289855072463768,0.463007159904535,"water",6,13,0.461538461538462
721,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.980314960629921,0.843473124630833,"clay",342,253.25,1.35044422507404
722,"Waterschap Noorderzijlvest","2015",2015,"spring",2,0.801763410700195,10,"high","increase","year-round",1.17433414043584,0.860238590346941,"clay",418,482.5,0.866321243523316
723,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.92987753732595,0.833075392438647,"clay",236,302.75,0.779521056977704
724,"Waterschap Noorderzijlvest","2015",2015,"spring",2,0.801763410700195,10,"high","control","year-round",1.8813503769256,0.68462568834648,"clay",224,127,1.76377952755906
725,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.2719298245614,0.802724397956702,"clay",127,184,0.690217391304348
726,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.852686308492201,0.537406161014755,"loam",20,67.25,0.297397769516729
727,"Waterschap Noorderzijlvest","2015",2015,"spring",2,0.801763410700195,10,"medium","increase","year-round",1.0796812749004,0.456673511293634,"clay",77,149,0.516778523489933
728,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.16858237547893,0.503436426116838,"clay",63,104,0.605769230769231
731,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.896551724137931,0.763594994311718,"clay",333,372.5,0.893959731543624
732,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.21898928024502,0.782263710618436,"clay",542,678.25,0.799115370438629
733,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.76145227627287,0.805070610474814,"clay",83,317,0.261829652996845
734,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.96057818659658,0.709655638082377,"clay",82,211.75,0.387249114521842
735,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.48925537231384,0.668703622872108,"clay",108,151.75,0.71169686985173
736,"Waterschap Hunze en Aa's","2015",2015,"spring",2,0.801763410700195,10,"high","increase","season",1.16359696641387,0.52856433184302,"clay",91,148.5,0.612794612794613
737,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.0609756097561,0.492365222810844,"peat",66,146.5,0.450511945392491
738,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.06951871657754,0.516170763260026,"peat",27,54,0.5
741,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.04399057344855,0.622378500565114,"clay",58,126,0.46031746031746
742,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.58489494605338,0.609110422132125,"clay",100,172,0.581395348837209
743,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.812749003984064,0.529878618113912,"built-up",106,116.5,0.909871244635193
744,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.40138408304498,0.43759536161123,"built-up",102,157.5,0.647619047619048
745,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.767123287671233,0.479825517993457,"peat",65,124.5,0.522088353413655
746,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.12893081761006,0.448471121177803,"sand",55,125,0.44
747,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1,0.438373570520966,"sand",14,58.5,0.239316239316239
748,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.857142857142857,0.386390301134142,"clay",48,96,0.5
751,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.731884057971015,0.371121718377088,"sand",18,86,0.209302325581395
752,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.323529411764706,0.491440080563948,"peat",66,216,0.305555555555556
753,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.363867684478371,0.470872613004593,"peat",71,184.25,0.385345997286296
754,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.750996015936255,0.421884258344855,"built-up",89,205.25,0.433617539585871
755,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.766283524904215,0.420019627085378,"peat",113,327.5,0.345038167938931
756,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.846994535519126,0.354633341193115,"sand",20,48.25,0.414507772020725
757,"Waterschap Hunze en Aa's","2015",2015,"spring",2,0.801763410700195,10,"medium","control","year-round",0.799405646359584,0.328591749644381,"sand",18,98.25,0.183206106870229
758,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.876712328767123,0.231462231462231,"clay",20,70.5,0.283687943262411
821,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.41964285714286,0.551523947750363,"water",49,92,0.532608695652174
822,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.23893805309735,0.606896551724138,"water",11,48,0.229166666666667
831,"Waterschap Hunze en Aa's","2015",2015,"spring",2,0.801763410700195,10,"medium","decrease","year-round",1.61883408071749,0.470009832841691,"clay",68,83,0.819277108433735
832,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.23420074349442,0.593272171253823,"clay",15,42.5,0.352941176470588
833,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0,0.489331436699858,"water",0,0,0
841,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.87978142076503,0.459459459459459,"clay",14,44,0.318181818181818
842,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.986717267552182,0.576034390112843,"clay",12,28,0.428571428571429
843,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.17391304347826,0.584045584045584,"clay",40,32,1.25
844,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.01666666666667,0.96260162601626,"clay",8,25.25,0.316831683168317
851,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.06650246305419,0.300346020761246,"peat",20,84.5,0.236686390532544
852,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.15608465608466,0.422018348623853,"loam",62,133.5,0.464419475655431
853,"Waterschap Hunze en Aa's","2015",2015,"spring",2,0.801763410700195,10,"medium","increase","year-round",0.826398852223816,0.528424472116946,"clay",49,45.75,1.07103825136612
854,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.656983240223464,0.732064421669107,"clay",59,76,0.776315789473684
953,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0,0,"built-up",0,24.5,0
1014,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.115183246073298,0.00966183574879227,"water",2,30,0.0666666666666667
1015,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.126086956521739,0.0106951871657754,"clay",0,21,0
1016,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","control","year-round",0.206812652068127,0.00757575757575758,"clay",0,103,0
1017,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.247148288973384,0.0022271714922049,"clay",0,47,0
1018,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.143646408839779,0.00226757369614512,"clay",0,48,0
1024,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","increase","season",0.0983606557377049,0.0318181818181818,"clay",0,142,0
1025,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.143459915611814,0.0155642023346304,"clay",2,31,0.0645161290322581
1026,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0911854103343465,0.0131332082551595,"clay",0,24,0
1027,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.147147147147147,0.0231839258114374,"clay",0,75,0
1028,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.135977337110482,0.0193861066235864,"clay",1,94,0.0106382978723404
1033,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0285714285714286,0.0123456790123457,"water",0,21,0
1034,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.194260485651214,0.0185567010309278,"clay",2,42,0.0476190476190476
1035,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.119834710743802,0.0469011725293132,"clay",1,75,0.0133333333333333
1036,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.226327944572748,0.0502431118314425,"clay",3,77,0.038961038961039
1037,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.197289972899729,0.0515021459227468,"clay",1,104,0.00961538461538462
1038,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.213740458015267,0.0129533678756477,"clay",10,150,0.0666666666666667
1044,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.159010600706714,0.0483091787439614,"water",1,59,0.0169491525423729
1045,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.204545454545455,0.0717299578059072,"clay",5,157,0.0318471337579618
1046,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.290575916230366,0.0276679841897233,"clay",15,65,0.230769230769231
1047,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","decrease","season",0.207843137254902,0.0387984981226533,"peat",7,86,0.0813953488372093
1048,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","decrease","year-round",0.169161676646707,0.0255839822024472,"peat",0,128,0
1054,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.170347003154574,0.0843881856540084,"water",9,40,0.225
1055,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.240356083086053,0.110544217687075,"clay",3,79,0.0379746835443038
1056,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.261780104712042,0.0894085281980743,"peat",0,37,0
1057,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.230576441102757,0.0545774647887324,"peat",1,144,0.00694444444444444
1058,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.197802197802198,0.0306603773584906,"water",1,94,0.0106382978723404
1111,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.233766233766234,0.00206185567010309,"clay",0,56,0
1112,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.170305676855895,0.003690036900369,"clay",0,65,0
1113,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0795454545454545,0.00292825768667643,"peat",0,56,0
1114,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.112947658402204,0.0130890052356021,"sand",0,48,0
1115,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.104529616724739,0.0247074122236671,"sand",2,117,0.0170940170940171
1116,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.173611111111111,0.0251346499102334,"sand",11,189,0.0582010582010582
1117,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0634920634920635,0.0813953488372093,"sand",0,54,0
1118,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.230769230769231,0.140808344198175,"sand",2,45,0.0444444444444444
1121,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0956521739130435,0.0317460317460317,"clay",0,64,0
1122,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.125730994152047,0.0226086956521739,"peat",0,72,0
1123,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.125,0.0203389830508475,"peat",0,70,0
1124,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.141025641025641,0.0216606498194946,"peat",0,95,0
1125,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.304659498207885,0.0205696202531646,"sand",6,48,0.125
1126,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.10752688172043,0.035778175313059,"sand",0,33,0
1127,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.144329896907216,0.0338266384778013,"sand",0,30,0
1128,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.152173913043478,0.0318725099601594,"sand",0,22,0
1131,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.179372197309417,0.0457746478873239,"water",1,75,0.0133333333333333
1132,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.176119402985075,0.037037037037037,"clay",8,70,0.114285714285714
1133,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.178170144462279,0.0524822695035461,"peat",4,119,0.0336134453781513
1134,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.125,0.0304975922953451,"peat",0,65,0
1135,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.114285714285714,0.0276595744680851,"sand",0,31,0
1136,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.208092485549133,0.0508905852417303,"sand",0,54,0
1137,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.333333333333333,0.04,"sand",1,36,0.0277777777777778
1138,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.296969696969697,0.0421052631578947,"sand",2,40,0.05
1141,"Wetterskip Fryslân","2015",2015,"spring",2,0.801763410700195,10,"medium","increase","year-round",0.172265288544358,0.0536992840095465,"peat",0,146,0
1142,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.422832980972516,0.0349397590361446,"peat",20,128,0.15625
1143,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.338593974175036,0.0735090152565881,"peat",5,136,0.0367647058823529
1144,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.270676691729323,0.0417335473515249,"peat",4,69,0.0579710144927536
1145,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.328820116054159,0.0449172576832151,"sand",0,55,0
1146,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.49009900990099,0.0395778364116095,"sand",3,51,0.0588235294117647
1147,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.363945578231293,0.0428134556574924,"sand",10,109,0.0917431192660551
1148,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.15929203539823,0.0996948118006104,"sand",1,61,0.0163934426229508
1151,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.180555555555556,0.0506091846298032,"peat",2,100,0.02
1152,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.177156177156177,0.0615942028985507,"peat",3,93,0.032258064516129
1153,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.345403899721448,0.0567879325643301,"sand",6,91,0.0659340659340659
1154,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.126182965299685,0.039440203562341,"sand",8,86,0.0930232558139535
1155,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.226086956521739,0.0374149659863946,"sand",3,40,0.075
1156,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.142857142857143,0.0626865671641791,"sand",1,27,0.037037037037037
1157,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.0540540540540541,0.0771812080536913,"sand",0,27,0
1158,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.33587786259542,0.0997782705099778,"sand",6,31,0.193548387096774
1211,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.26530612244898,0.241951219512195,"sand",2,14,0.142857142857143
1212,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.2,0.2980044345898,"sand",6,15,0.4
1213,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.140740740740741,0.314199395770393,"sand",5,31,0.161290322580645
1214,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.45125348189415,0.339819648789748,"sand",13,121,0.107438016528926
1215,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.832574850299401,0.323765786452354,"water",59,203.5,0.28992628992629
1216,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.578290105667627,0.290580095795636,"sand",25,34,0.735294117647059
1217,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.683333333333333,0.221090909090909,"sand",27,89,0.303370786516854
1218,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.488636363636364,0.230648699467252,"sand",22,181.75,0.121045392022008
1221,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.233766233766234,0.0851063829787234,"sand",0,3.5,0
1222,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.36231884057971,0.128595600676819,"sand",2,10,0.2
1223,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.16551724137931,0.159280667951188,"sand",4,19,0.210526315789474
1224,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.338600451467269,0.208860759493671,"sand",9,57,0.157894736842105
1225,"Waterschap Hunze en Aa's","2015",2015,"spring",2,0.801763410700195,10,"low","decrease","year-round",0.160337552742616,0.216631726065688,"sand",8,26,0.307692307692308
1226,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.358730158730159,0.249621785173979,"sand",5,52,0.0961538461538462
1227,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.528951486697966,0.174434087882823,"sand",23,95,0.242105263157895
1228,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,1.03406326034063,0.179043743641913,"sand",19,107.75,0.176334106728538
1231,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.338308457711443,0.0399500624219725,"sand",1,28.5,0.0350877192982456
1232,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.2,0.0897435897435897,"sand",0,1.75,0
1233,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.254335260115607,0.162685603615236,"sand",1,35,0.0285714285714286
1234,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.250783699059561,0.145299145299145,"sand",26,118.5,0.219409282700422
1235,NA,"2015",2015,"spring",2,0.801763410700195,10,NA,"no experiment",NA,0.154929577464789,0.144553433144037,"sand",16,78,0.205128205128205
